iter	MAE	RMSE
1860	0.1287893432	0.1692774573
1861	0.1287843509	0.169270359
1862	0.1287747615	0.1692582697
1863	0.128764878	0.1692474131
1864	0.1287599818	0.1692416325
1865	0.1287585137	0.1692402773
1866	0.1287521565	0.1692320184
1867	0.1287518839	0.1692317732
1868	0.1287407105	0.1692178761
1869	0.1287365512	0.1692128011
1870	0.128723722	0.1691971802
1871	0.1287195685	0.1691916373
1872	0.1287103462	0.1691797286
1873	0.1286940647	0.1691589983
1874	0.128693658	0.1691587745
1875	0.1286661239	0.1691225175
1876	0.1286571683	0.1691114301
1877	0.1286413983	0.1690909982
1878	0.1286315491	0.1690763919
1879	0.1286208942	0.1690638694
1880	0.1286088823	0.1690474508
1881	0.1285960792	0.1690323033
1882	0.1285895453	0.1690236733
1883	0.1285779192	0.1690091968
1884	0.1285666906	0.1689956221
1885	0.1285557762	0.1689812485
1886	0.1285344967	0.168952528
1887	0.128523154	0.168938564
1888	0.1285135834	0.1689257859
1889	0.1285078649	0.1689191788
1890	0.1285074912	0.1689188762
1891	0.1285026408	0.168912019
1892	0.1284806913	0.1688879653
1893	0.1284603823	0.1688668315
1894	0.1284478831	0.1688505922
1895	0.1284476194	0.1688501587
1896	0.1284411012	0.1688415286
1897	0.1284357918	0.1688341607
1898	0.1284167894	0.1688136294
1899	0.1284131204	0.1688091405
1900	0.1284032814	0.168797634
1901	0.1283902991	0.1687819415
1902	0.1283725531	0.1687609866
1903	0.1283681802	0.1687560025
1904	0.1283612353	0.168747094
1905	0.128350715	0.1687355292
1906	0.1283272936	0.1687054831
1907	0.1283215734	0.1686980013
1908	0.1283020895	0.1686714646
1909	0.1282937519	0.1686595853
1910	0.1282909249	0.1686561837
1911	0.1282816975	0.1686446316
1912	0.128274561	0.1686362052
1913	0.1282691488	0.1686288597
1914	0.1282568432	0.1686132035
1915	0.1282337133	0.168587001
1916	0.1282227927	0.1685735043
1917	0.1282216938	0.1685719378
1918	0.1282146936	0.1685629357
1919	0.1282032627	0.1685509504
1920	0.128187826	0.1685333408
1921	0.1281871928	0.1685326042
1922	0.1281799242	0.1685214934
1923	0.1281630246	0.1685019548
1924	0.1281504424	0.1684865836
1925	0.1281473493	0.1684814576
1926	0.1281377214	0.1684709044
1927	0.1281292631	0.1684612711
1928	0.1281255218	0.1684549086
1929	0.1281214814	0.1684508554
1930	0.1281182375	0.1684469782
1931	0.1281109976	0.1684377458
1932	0.1281028312	0.1684259944
1933	0.1280830636	0.1684013105
1934	0.1280681104	0.1683840032
1935	0.128064563	0.1683799948
1936	0.128058811	0.1683733279
1937	0.128058644	0.1683729509
1938	0.1280583755	0.1683726973
1939	0.1280444311	0.1683536929
1940	0.1280354165	0.1683419227
1941	0.1280230876	0.1683271924
1942	0.1280123798	0.1683123902
1943	0.1280016564	0.1683008414
1944	0.1279908716	0.1682874797
1945	0.1279821294	0.1682749108
1946	0.1279819124	0.1682747276
1947	0.1279545929	0.1682440449
1948	0.1279456414	0.1682336962
1949	0.1279393162	0.1682266212
1950	0.1279359781	0.1682229124
1951	0.1279280365	0.1682126798
1952	0.1279251354	0.1682097185
1953	0.127919882	0.1682035701
1954	0.127912306	0.1681930694
1955	0.1278976242	0.1681749527
1956	0.1278725231	0.168142759
1957	0.1278676655	0.168136577
1958	0.1278673037	0.1681362954
1959	0.1278623685	0.16813023
1960	0.1278489712	0.1681133124
1961	0.1278450289	0.1681083895
1962	0.1278353655	0.1680948287
1963	0.1278289859	0.1680865651
1964	0.1278201602	0.1680756279
1965	0.1278140771	0.1680676866
1966	0.1278050815	0.1680570647
1967	0.1277938499	0.168044943
1968	0.1277831645	0.168031456
1969	0.1277712335	0.1680141136
1970	0.1277518517	0.1679883436
1971	0.1277372244	0.1679734919
1972	0.1277299657	0.1679643757
1973	0.1277261771	0.1679595603
1974	0.1277147048	0.1679440236
1975	0.1277060991	0.1679326739
1976	0.1276927144	0.1679180153
1977	0.1276751975	0.1678955579
1978	0.1276702376	0.1678898157
1979	0.1276669146	0.1678858106
1980	0.1276425013	0.1678564934
1981	0.1276345937	0.1678471233
1982	0.1276225896	0.1678312496
1983	0.1276198368	0.1678281159
1984	0.127618848	0.1678262021
1985	0.1276029132	0.1678082093
1986	0.1276020176	0.1678069056
1987	0.1275802685	0.1677789739
1988	0.1275653255	0.167760221
1989	0.1275615549	0.1677556666
1990	0.1275473549	0.1677398354
1991	0.1275464534	0.1677383994
1992	0.1275386085	0.1677302643
1993	0.1275194815	0.1677086138
1994	0.1275191049	0.1677080579
1995	0.1274957429	0.1676761899
1996	0.127469957	0.1676464038
1997	0.1274625988	0.1676375073
1998	0.1274542965	0.1676276165
1999	0.1274432707	0.1676153765
2000	0.127425463	0.1675937115
2001	0.1274110879	0.167576616
2002	0.1274098672	0.1675749809
2003	0.1273891336	0.1675450718
2004	0.1273803814	0.1675326361
2005	0.1273652335	0.1675161124
2006	0.12736111	0.1675108693
2007	0.1273449433	0.1674936642
2008	0.1273410202	0.1674883186
2009	0.1273152148	0.1674556771
2010	0.1273057817	0.1674445004
2011	0.1272923001	0.1674290837
2012	0.1272865547	0.167421972
2013	0.1272674453	0.1673969488
2014	0.1272647387	0.1673927357
2015	0.1272602049	0.167386517
2016	0.1272479543	0.1673710551
2017	0.1272376743	0.1673587192
2018	0.1272283712	0.1673475675
2019	0.1272244838	0.1673430722
2020	0.1272083299	0.1673238561
2021	0.1271989619	0.1673113396
2022	0.1271871351	0.1672959333
2023	0.1271865941	0.1672950564
2024	0.1271787637	0.1672863605
2025	0.12716104	0.1672660826
2026	0.1271609707	0.1672658951
2027	0.1271530471	0.1672551203
2028	0.1271523132	0.167254113
2029	0.1271354492	0.1672356974
2030	0.1271255287	0.167223658
2031	0.1271168229	0.1672118889
2032	0.1271104195	0.167204093
2033	0.127108282	0.1672015387
2034	0.1270879103	0.1671740791
2035	0.127077084	0.1671594771
2036	0.1270591341	0.1671355185
2037	0.1270589041	0.1671353163
2038	0.1270417952	0.1671135117
2039	0.1270395885	0.1671109843
2040	0.1270199856	0.1670871155
2041	0.1270176394	0.1670839453
2042	0.1270031527	0.1670654045
2043	0.1269945141	0.1670547576
2044	0.1269839563	0.167042458
2045	0.1269767997	0.1670346615
2046	0.126973777	0.1670307246
2047	0.1269587927	0.1670123047
2048	0.1269386439	0.1669852629
2049	0.126930573	0.1669757433
2050	0.1269303277	0.1669754298
2051	0.1269232752	0.1669665898
2052	0.1269193932	0.1669614754
2053	0.1269158126	0.1669569233
2054	0.1269150769	0.1669556877
2055	0.126913269	0.1669527965
2056	0.1269064807	0.1669449342
2057	0.1269031855	0.1669403075
2058	0.1268951268	0.1669284633
2059	0.1268896982	0.1669220343
2060	0.1268876253	0.1669190798
2061	0.1268825637	0.1669135504
2062	0.1268565279	0.1668805175
2063	0.1268564062	0.1668796437
2064	0.1268473325	0.1668685302
2065	0.1268214484	0.1668354344
2066	0.1268010756	0.166809548
2067	0.1267949394	0.1668023101
2068	0.1267877809	0.1667943571
2069	0.126767971	0.1667699184
2070	0.1267618149	0.1667618109
2071	0.1267545551	0.1667515674
2072	0.1267424111	0.1667384744
2073	0.1267377914	0.1667325467
2074	0.1267308498	0.1667244077
2075	0.1267140202	0.1667045583
2076	0.1267007783	0.1666900291
2077	0.126692442	0.1666786565
2078	0.1266903476	0.1666767258
2079	0.1266869035	0.1666722093
2080	0.1266813977	0.1666663567
2081	0.1266631749	0.1666449052
2082	0.1266524187	0.1666306844
2083	0.1266455554	0.1666222503
2084	0.1266374738	0.1666107273
2085	0.1266284821	0.1665986504
2086	0.1266280498	0.1665978721
2087	0.126621538	0.1665905313
2088	0.126610591	0.1665767494
2089	0.1266060859	0.1665706414
2090	0.1265997927	0.1665613939
2091	0.1265925992	0.1665535917
2092	0.1265863043	0.1665442767
2093	0.1265787197	0.166534272
2094	0.1265670754	0.1665196263
2095	0.1265614019	0.166512492
2096	0.1265496056	0.1664989442
2097	0.1265490629	0.1664986007
2098	0.1265474459	0.1664963749
2099	0.1265414521	0.1664878854
2100	0.126534571	0.1664789013
2101	0.1265271214	0.1664697377
2102	0.126515885	0.166457397
2103	0.1265049004	0.1664431751
2104	0.1264946152	0.16642828
2105	0.1264922496	0.1664254801
2106	0.1264773212	0.166407452
2107	0.126466673	0.166395499
2108	0.1264556006	0.1663803859
2109	0.1264432033	0.1663663946
2110	0.1264399139	0.166362452
2111	0.1264265202	0.1663441857
2112	0.1264262438	0.1663439666
2113	0.1264125364	0.1663245724
2114	0.1264053486	0.1663151095
2115	0.1263978586	0.1663047528
2116	0.1263766904	0.1662762969
2117	0.1263653069	0.1662628715
2118	0.126354455	0.166249389
2119	0.1263524661	0.1662465108
2120	0.1263361129	0.1662240968
2121	0.1263323858	0.166219486
2122	0.1263316981	0.1662184539
2123	0.1263213943	0.1662055851
2124	0.1263147778	0.1661983109
2125	0.1263004632	0.1661801779
2126	0.1262947619	0.1661731544
2127	0.126289561	0.1661676006
2128	0.126281072	0.1661575338
2129	0.1262760967	0.1661518085
2130	0.1262754497	0.166151121
2131	0.1262692706	0.1661426559
2132	0.1262579142	0.1661299603
2133	0.1262549459	0.1661260729
2134	0.126247691	0.1661177131
2135	0.1262348629	0.1661051769
2136	0.1262333998	0.1661031643
2137	0.1262117276	0.1660779313
2138	0.1261957132	0.1660574434
2139	0.1261828064	0.1660382659
2140	0.1261702967	0.166023442
2141	0.1261643783	0.1660170426
2142	0.1261565165	0.1660071254
2143	0.1261494123	0.1659975855
2144	0.1261436897	0.1659906247
2145	0.126138091	0.1659836536
2146	0.1261228673	0.165964191
2147	0.126115965	0.1659551988
2148	0.1261088005	0.1659460208
2149	0.1260978376	0.1659323202
2150	0.1260909688	0.1659236052
2151	0.1260780916	0.165909753
2152	0.126059166	0.1658882743
2153	0.1260542877	0.1658825536
2154	0.1260321431	0.1658545461
2155	0.1260175291	0.1658352242
2156	0.1260129764	0.1658298018
2157	0.1260074962	0.1658227693
2158	0.125994567	0.1658075887
2159	0.1259901671	0.1658027549
2160	0.1259688237	0.1657745365
2161	0.1259633625	0.1657676429
2162	0.125943104	0.1657435462
2163	0.1259224392	0.1657162125
2164	0.125914855	0.1657071335
2165	0.1259120418	0.165704335
2166	0.1258984517	0.1656876363
2167	0.1258933544	0.165681573
2168	0.1258753065	0.1656572451
2169	0.125868683	0.1656484318
2170	0.1258557657	0.1656327688
2171	0.1258468101	0.1656224545
2172	0.1258332273	0.1656060633
2173	0.1258315495	0.1656045505
2174	0.1258314529	0.1656044705
2175	0.1258279443	0.1655996258
2176	0.1258268518	0.1655984865
2177	0.1258146063	0.1655828614
2178	0.1258083175	0.1655750721
2179	0.1258033469	0.1655687257
2180	0.1257903366	0.1655529566
2181	0.1257811915	0.1655415858
2182	0.1257739028	0.165532741
2183	0.125768929	0.165526854
2184	0.125761203	0.1655168123
2185	0.1257502133	0.1655035482
2186	0.1257470782	0.1654989089
2187	0.1257445593	0.1654957662
2188	0.1257393804	0.1654903899
2189	0.1257162178	0.1654631402
2190	0.1257006578	0.1654442488
2191	0.1256805808	0.165420301
2192	0.125672043	0.1654102692
2193	0.1256672652	0.1654038515
2194	0.1256617226	0.1653964993
2195	0.1256534044	0.1653849671
2196	0.1256385775	0.1653681731
2197	0.1256286861	0.1653544385
2198	0.1256116349	0.1653346295
2199	0.1256001682	0.1653221859
2200	0.1255876838	0.1653064918
2201	0.1255822212	0.1652980161
2202	0.1255717945	0.1652857762
2203	0.1255669491	0.1652797758
2204	0.1255589545	0.1652690449
2205	0.1255585718	0.1652685209
2206	0.1255580445	0.165268058
2207	0.1255509115	0.1652576532
2208	0.1255438497	0.1652498458
2209	0.1255334448	0.1652365625
2210	0.1255224958	0.1652237988
2211	0.1255156059	0.1652147881
2212	0.1255050473	0.1652013054
2213	0.1254936007	0.165186385
2214	0.1254749499	0.1651629941
2215	0.1254655759	0.1651509923
2216	0.1254542538	0.1651373353
2217	0.125447263	0.1651276688
2218	0.1254298574	0.1651062633
2219	0.1254175131	0.1650924165
2220	0.1254114449	0.1650870114
2221	0.1254035819	0.1650771515
2222	0.1254033003	0.1650768298
2223	0.1254018768	0.1650745351
2224	0.1253822448	0.1650508911
2225	0.1253558128	0.1650178191
2226	0.1253456822	0.1650059999
2227	0.1253309103	0.1649889118
2228	0.1253233277	0.1649765998
2229	0.125313856	0.1649654342
2230	0.1253007579	0.1649487008
2231	0.1252981343	0.1649444064
2232	0.1252797591	0.1649241565
2233	0.1252634171	0.1649030979
2234	0.1252497104	0.1648862382
2235	0.1252338345	0.164867312
2236	0.1252186937	0.1648474993
2237	0.1251987451	0.1648221372
2238	0.1251945766	0.1648168209
2239	0.1251883437	0.1648074751
2240	0.1251850076	0.1648033256
2241	0.1251842246	0.1648023849
2242	0.1251836589	0.1648020332
2243	0.1251664801	0.164783606
2244	0.1251560375	0.1647701102
2245	0.1251404533	0.1647509638
2246	0.125140439	0.1647508199
2247	0.1251297561	0.1647360092
2248	0.1251208826	0.1647257942
2249	0.125120023	0.1647240648
2250	0.1251170334	0.1647192815
2251	0.1251154535	0.1647171027
2252	0.1251132415	0.1647141857
2253	0.1251129384	0.1647137311
2254	0.1251042045	0.1647028608
2255	0.1250887553	0.1646829258
2256	0.1250681388	0.1646575407
2257	0.1250638338	0.1646522749
2258	0.1250631324	0.1646515502
2259	0.1250574237	0.1646431061
2260	0.1250557643	0.1646412785
2261	0.1250490762	0.1646324693
2262	0.1250370594	0.1646176375
2263	0.1250343549	0.1646146099
2264	0.1250229008	0.1646009535
2265	0.1250132217	0.1645893128
2266	0.1250033313	0.1645781733
2267	0.1249973223	0.1645699957
2268	0.1249756257	0.1645447569
2269	0.1249641943	0.1645330891
2270	0.1249546314	0.164518959
2271	0.1249539059	0.1645184237
2272	0.1249538697	0.1645181381
2273	0.1249446665	0.1645064309
2274	0.1249421305	0.1645030702
2275	0.1249385351	0.1644991472
2276	0.1249339399	0.1644938154
2277	0.1249231601	0.1644809424
2278	0.1249226399	0.1644802289
2279	0.1249057492	0.1644627687
2280	0.1248968863	0.1644522502
2281	0.124886512	0.1644402947
2282	0.1248720799	0.1644236662
2283	0.1248717408	0.1644232243
2284	0.1248625851	0.1644121535
2285	0.1248367703	0.1643769063
2286	0.124829009	0.1643664313
2287	0.1248241761	0.1643601777
2288	0.1248119641	0.1643434554
2289	0.1248020886	0.1643305948
2290	0.1247817155	0.1643053629
2291	0.1247719774	0.1642935176
2292	0.1247535935	0.164271542
2293	0.1247359051	0.164250473
2294	0.1247228317	0.1642365484
2295	0.1247133344	0.1642242978
2296	0.1247125404	0.1642231376
2297	0.124697629	0.1642072352
2298	0.1246858107	0.1641925055
2299	0.1246764542	0.1641824327
2300	0.1246720153	0.1641767422
2301	0.1246587185	0.1641589996
2302	0.1246585468	0.1641588879
2303	0.1246453907	0.1641396184
2304	0.1246352239	0.16412679
2305	0.1246239178	0.1641145519
2306	0.1246216792	0.1641102861
2307	0.1245994166	0.1640821671
2308	0.1245853831	0.1640661314
2309	0.124584591	0.1640651575
2310	0.1245727686	0.1640516518
2311	0.1245719199	0.1640508484
2312	0.1245686115	0.1640460303
2313	0.1245592624	0.1640338972
2314	0.1245464106	0.164016284
2315	0.1245271457	0.1639918763
2316	0.1245198274	0.1639820903
2317	0.124514657	0.1639766636
2318	0.1245094121	0.163970465
2319	0.124494787	0.1639508958
2320	0.12448856	0.1639431291
2321	0.1244792945	0.1639304698
2322	0.1244682828	0.1639172011
2323	0.1244651564	0.1639132336
2324	0.1244609446	0.1639067313
2325	0.1244479681	0.1638907792
2326	0.124443488	0.1638846743
2327	0.1244305858	0.1638688575
2328	0.1244187227	0.1638536568
2329	0.1244144762	0.1638487725
2330	0.1244058837	0.1638361073
2331	0.124394133	0.1638229015
2332	0.1243903248	0.1638176924
2333	0.1243793269	0.1638038076
2334	0.1243790322	0.1638032774
2335	0.1243767232	0.1638007638
2336	0.1243554548	0.1637734637
2337	0.1243415958	0.1637572234
2338	0.1243345493	0.1637493331
2339	0.1243116632	0.1637202438
2340	0.1243027097	0.1637096284
2341	0.1242814365	0.1636819005
2342	0.1242808431	0.1636809534
2343	0.1242716331	0.1636713418
2344	0.1242667575	0.1636656254
2345	0.1242556409	0.1636529077
2346	0.1242482622	0.1636446776
2347	0.1242284212	0.1636219962
2348	0.1242213698	0.163612739
2349	0.124200058	0.1635837648
2350	0.1241995062	0.1635831918
2351	0.1241945314	0.1635769234
2352	0.1241789558	0.1635557683
2353	0.1241700472	0.1635440814
2354	0.124158719	0.1635287003
2355	0.1241540942	0.1635222136
2356	0.1241488174	0.1635148388
2357	0.1241345145	0.1634981068
2358	0.1241244419	0.1634861935
2359	0.1241105898	0.1634714621
2360	0.1241079673	0.163468865
2361	0.1241072952	0.1634679983
2362	0.1240943137	0.1634499301
2363	0.1240939774	0.1634491194
2364	0.124092761	0.1634465177
2365	0.1240848627	0.1634372494
2366	0.1240701473	0.1634188014
2367	0.1240669456	0.1634146962
2368	0.1240647435	0.1634118168
2369	0.1240606635	0.1634058838
2370	0.1240532785	0.16339608
2371	0.1240466229	0.1633867134
2372	0.1240390895	0.1633772785
2373	0.12402717	0.1633634878
2374	0.1240155236	0.1633511747
2375	0.1239978671	0.1633290401
2376	0.1239790859	0.1633017931
2377	0.1239687602	0.163289003
2378	0.1239425249	0.1632574932
2379	0.1239353945	0.1632480778
2380	0.1239269174	0.1632390155
2381	0.1239169961	0.1632276502
2382	0.1239149744	0.1632252451
2383	0.1239002483	0.1632085248
2384	0.1238928397	0.1631986658
2385	0.1238900831	0.1631949169
2386	0.123885751	0.1631898491
2387	0.12386858	0.1631684105
2388	0.1238677779	0.1631676951
2389	0.123857403	0.1631556439
2390	0.1238394489	0.1631361398
2391	0.1238309873	0.1631266666
2392	0.1238145273	0.1631057142
2393	0.1237942097	0.1630789133
2394	0.1237794299	0.1630590979
2395	0.1237690118	0.1630454353
2396	0.1237633992	0.1630394491
2397	0.1237587006	0.1630335095
2398	0.1237582456	0.1630327639
2399	0.1237467777	0.163018317
2400	0.1237340217	0.1630021656
2401	0.1237326778	0.1630010483
2402	0.1237136142	0.1629803772
2403	0.1237074928	0.1629704597
2404	0.1237059392	0.162968125
2405	0.123691943	0.1629508709
2406	0.1236821137	0.1629377996
2407	0.1236653713	0.1629176121
2408	0.1236603755	0.1629113771
2409	0.1236569134	0.1629070649
2410	0.1236415741	0.1628877993
2411	0.1236350869	0.1628791306
2412	0.1236319438	0.1628749718
2413	0.1236215913	0.1628612676
2414	0.1236133661	0.1628522091
2415	0.1236016771	0.1628364569
2416	0.1235921049	0.1628237945
2417	0.1235821467	0.162811106
2418	0.1235663731	0.1627896984
2419	0.1235575499	0.1627775522
2420	0.1235496208	0.1627676698
2421	0.1235397856	0.162754507
2422	0.1235362053	0.1627484373
2423	0.1235359314	0.1627482355
2424	0.1235211801	0.1627312339
2425	0.1235107355	0.162718834
2426	0.1235103837	0.1627184759
2427	0.1235097054	0.1627179356
2428	0.1235014599	0.1627075603
2429	0.1235009187	0.1627066965
2430	0.1234927219	0.1626950399
2431	0.1234767259	0.1626749446
2432	0.1234690947	0.1626655941
2433	0.1234641869	0.1626588886
2434	0.1234551398	0.1626480069
2435	0.1234460518	0.1626385234
2436	0.1234413521	0.1626334319
2437	0.1234376756	0.1626283961
2438	0.1234206348	0.162608165
2439	0.1234074718	0.1625935203
2440	0.1234037103	0.162588317
2441	0.1233913079	0.1625729589
2442	0.1233817077	0.1625590833
2443	0.1233727044	0.1625474636
2444	0.1233571922	0.1625282351
2445	0.1233507563	0.1625196203
2446	0.123340451	0.1625054509
2447	0.1233397327	0.1625042331
2448	0.1233372573	0.1625012933
2449	0.1233194899	0.1624816056
2450	0.1233047318	0.1624651185
2451	0.123299124	0.1624585962
2452	0.1232982328	0.1624570031
2453	0.1232789851	0.1624327997
2454	0.1232703942	0.1624227694
2455	0.1232562988	0.1624060145
2456	0.1232422921	0.1623893048
2457	0.1232389662	0.1623851977
2458	0.1232277108	0.1623717316
2459	0.1232267494	0.1623709465
2460	0.1232166169	0.1623580667
2461	0.1231960955	0.1623300971
2462	0.1231878674	0.1623198767
2463	0.1231839643	0.1623155073
2464	0.1231820707	0.162313168
2465	0.1231812232	0.1623121092
2466	0.1231790229	0.1623092319
2467	0.123163434	0.162290846
2468	0.1231606572	0.1622879467
2469	0.1231470033	0.1622729309
2470	0.1231287305	0.1622501111
2471	0.1231243621	0.1622452369
2472	0.1231122749	0.1622297761
2473	0.1231012212	0.1622156135
2474	0.1230929086	0.1622054715
2475	0.1230842371	0.1621946559
2476	0.1230807242	0.1621903025
2477	0.1230704149	0.1621773989
2478	0.1230701234	0.1621770054
2479	0.1230496309	0.1621478598
2480	0.1230372579	0.1621345854
2481	0.1230254449	0.1621202628
2482	0.1230166637	0.1621098544
2483	0.1230163736	0.1621094289
2484	0.1230148215	0.1621075029
2485	0.1230129308	0.1621046544
2486	0.1230003922	0.162086934
2487	0.1229992779	0.1620856259
2488	0.1229936695	0.1620788769
2489	0.122973383	0.1620524441
2490	0.1229583325	0.1620348687
2491	0.1229461978	0.1620175659
2492	0.1229458344	0.1620173131
2493	0.1229267466	0.1619946741
2494	0.1229261267	0.1619939941
2495	0.1229246928	0.1619921015
2496	0.1229020609	0.161963266
2497	0.122890589	0.1619488551
2498	0.122889981	0.1619481791
2499	0.122889808	0.1619480337
2500	0.1228818505	0.1619372869
2501	0.122878938	0.1619331982
2502	0.1228715001	0.1619254441
2503	0.1228579623	0.1619089788
2504	0.1228514611	0.1619010435
2505	0.1228434728	0.1618901298
2506	0.1228429091	0.1618892157
2507	0.1228338165	0.1618765337
2508	0.1228247359	0.1618664455
2509	0.122820871	0.1618619748
2510	0.1228037913	0.1618430588
2511	0.1228031695	0.1618426352
2512	0.1227902674	0.1618248591
2513	0.1227737436	0.1618047328
2514	0.1227651939	0.1617923522
2515	0.1227621889	0.1617884627
2516	0.1227590592	0.1617847704
2517	0.1227510874	0.1617744934
2518	0.1227430765	0.1617657976
2519	0.1227284493	0.1617492132
2520	0.1227243533	0.1617443299
2521	0.1227224368	0.1617416985
2522	0.1227222931	0.1617412293
2523	0.1227095804	0.1617251685
2524	0.1227059123	0.1617199824
2525	0.1227005904	0.1617144457
2526	0.1226929356	0.1617068909
2527	0.1226845095	0.1616968689
2528	0.1226783691	0.1616894743
2529	0.122673201	0.1616827132
2530	0.1226626318	0.1616692173
2531	0.1226370568	0.1616365488
2532	0.1226339116	0.1616326874
2533	0.1226311717	0.1616289858
2534	0.1226310066	0.1616288654
2535	0.1226201097	0.1616154391
2536	0.1226074862	0.1616000089
2537	0.1225880352	0.1615746185
2538	0.1225732196	0.1615584153
2539	0.122561158	0.1615447818
2540	0.122554357	0.1615364489
2541	0.1225540293	0.1615361277
2542	0.122545939	0.1615256521
2543	0.122540058	0.1615174711
2544	0.1225350518	0.1615109484
2545	0.1225267486	0.1615027944
2546	0.1225146818	0.1614870805
2547	0.1225103253	0.1614810976
2548	0.1224928443	0.1614615468
2549	0.1224842486	0.1614520573
2550	0.122474208	0.1614405585
2551	0.1224682271	0.1614324506
2552	0.1224677366	0.1614315699
2553	0.1224565924	0.1614161883
2554	0.1224506316	0.1614070037
2555	0.1224501577	0.1614065429
2556	0.1224498203	0.1614061733
2557	0.1224407539	0.1613945938
2558	0.1224354121	0.161387594
2559	0.1224232163	0.1613714823
2560	0.1224156152	0.1613623705
2561	0.1224107692	0.1613556045
2562	0.1224093002	0.1613537138
2563	0.1224085755	0.1613527917
2564	0.1224033687	0.1613455692
2565	0.1223978886	0.1613379445
2566	0.1223924859	0.1613304305
2567	0.1223895986	0.1613266742
2568	0.1223873405	0.1613235571
2569	0.1223749493	0.1613083418
2570	0.1223713452	0.1613046108
2571	0.122363116	0.1612939315
2572	0.1223474733	0.1612746472
2573	0.1223326923	0.1612571514
2574	0.1223319934	0.1612562263
2575	0.1223312511	0.1612554589
2576	0.1223175944	0.1612384296
2577	0.1223144975	0.1612349784
2578	0.1222996771	0.161217026
2579	0.1222804342	0.1611896358
2580	0.1222775628	0.1611864694
2581	0.1222633431	0.1611693983
2582	0.1222536596	0.1611583787
2583	0.1222478489	0.1611515262
2584	0.1222476322	0.1611510816
2585	0.122234202	0.1611355082
2586	0.1222281751	0.161127756
2587	0.1222178894	0.1611140158
2588	0.1222145565	0.1611095145
2589	0.1222083685	0.1611012499
2590	0.1221999477	0.161088117
2591	0.1221981669	0.1610861708
2592	0.1221739891	0.1610563428
2593	0.1221619187	0.161040639
2594	0.12215997	0.1610388177
2595	0.1221538866	0.1610313276
2596	0.1221515366	0.161028079
2597	0.1221419962	0.1610164698
2598	0.1221233945	0.160992897
2599	0.1221104807	0.1609769409
2600	0.1220986553	0.1609637776
2601	0.1220914975	0.1609534574
2602	0.1220821484	0.1609415048
2603	0.1220798219	0.1609386943
2604	0.1220719855	0.1609287199
2605	0.1220704469	0.1609269817
2606	0.1220613553	0.1609154265
2607	0.1220544387	0.1609052949
2608	0.122046735	0.1608942152
2609	0.1220326338	0.1608782667
2610	0.1220172442	0.1608590325
2611	0.1220016312	0.1608409041
2612	0.1219839531	0.1608171804
2613	0.1219714604	0.1608004837
2614	0.1219641945	0.1607920427
2615	0.1219614816	0.1607886311
2616	0.1219492279	0.1607744301
2617	0.1219292778	0.1607498564
2618	0.121916495	0.1607337835
2619	0.1219111914	0.160726821
2620	0.1219094116	0.160724032
2621	0.1219008462	0.160712255
2622	0.1218890733	0.1606970404
2623	0.1218687605	0.1606744897
2624	0.1218593277	0.160662548
2625	0.1218485015	0.1606488333
2626	0.1218395254	0.1606381231
2627	0.1218222666	0.1606167932
2628	0.1218215299	0.1606164148
2629	0.1218080257	0.1605980282
2630	0.1218077224	0.1605976484
2631	0.1218015527	0.1605899297
2632	0.1217862544	0.1605708157
2633	0.121778156	0.1605605321
2634	0.1217626907	0.1605421878
2635	0.1217626601	0.1605420607
2636	0.1217529721	0.1605303921
2637	0.1217486225	0.16052491
2638	0.1217334255	0.1605032593
2639	0.1217332467	0.16050298
2640	0.1217122216	0.1604745408
2641	0.1217044819	0.1604632196
2642	0.1216977313	0.1604543071
2643	0.1216825379	0.1604368414
2644	0.1216767859	0.1604313905
2645	0.1216690787	0.160421492
2646	0.1216541254	0.1604032708
2647	0.121645821	0.160391119
2648	0.1216429883	0.1603881787
2649	0.121637165	0.160380864
2650	0.121632489	0.1603740452
2651	0.1216170812	0.1603564677
2652	0.1216101228	0.1603482
2653	0.1215938259	0.1603305855
2654	0.1215876221	0.1603228053
2655	0.1215695005	0.1602994077
2656	0.1215656866	0.1602944021
2657	0.1215535016	0.1602798086
2658	0.1215413706	0.1602658036
2659	0.1215349669	0.1602573639
2660	0.1215254112	0.1602451572
2661	0.1215115198	0.1602284725
2662	0.1215106411	0.1602271403
2663	0.1215083293	0.1602240133
2664	0.1214955001	0.1602080172
2665	0.1214827376	0.1601928301
2666	0.1214786147	0.160187957
2667	0.121477703	0.1601868452
2668	0.1214720888	0.1601797366
2669	0.1214646343	0.1601717741
2670	0.1214634164	0.1601704277
2671	0.1214606157	0.160167015
2672	0.1214584697	0.1601629126
2673	0.1214480114	0.1601489411
2674	0.1214473074	0.1601470295
2675	0.1214379811	0.1601373454
2676	0.1214377225	0.1601369437
2677	0.1214373894	0.1601363725
2678	0.1214309615	0.160126891
2679	0.1214264308	0.1601211109
2680	0.1214262471	0.1601207343
2681	0.121408108	0.1601007651
2682	0.1213976394	0.1600889652
2683	0.1213897889	0.1600791931
2684	0.1213762566	0.1600627918
2685	0.1213712805	0.1600571684
2686	0.1213702444	0.1600563064
2687	0.1213580089	0.1600412208
2688	0.1213544628	0.1600367269
2689	0.1213466847	0.1600268923
2690	0.1213465571	0.1600267298
2691	0.1213386978	0.1600160137
2692	0.12132614	0.1600016672
